"","President","Sentences","sent.id","nword","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","snipets","ldatopic","ldahash","Government","Spirit","Nation","Democracy","Determination","Freedom","Misc","America","Arm","Justice","Citizen","Fear","Equality","Constitution","Strive"
"806","GeorgeWBush-2","To give every American a stake in the promise and future of our country, we will bring the highest standards to our schools and build an ownership society."," 74","28","0.00000000","0.03570154","0.00000000","0.03570154","0.07140307","0.00000000","0.03570154","0.03570154","0.03570154","0.14280614","And now we will extend this vision by reforming great institutions to serve the needs of our time.  We will widen the ownership of homes and businesses, retirement savings, and health insurance, preparing our people for the challenges of life in a free society."," 2","Spirit","0.05777778","0.11111111","0.05777778","0.08444444","0.04444444","0.05777778","0.05777778","0.05777778","0.09777778","0.04444444","0.04444444","0.08444444","0.07111111","0.07111111","0.05777778"
"807","GeorgeWBush-2","We will widen the ownership of homes and businesses, retirement savings, and health insurance, preparing our people for the challenges of life in a free society."," 75","26","0.00000000","0.03844675","0.00000000","0.03844675","0.03844675","0.03844675","0.00000000","0.03844675","0.03844675","0.11534025","To give every American a stake in the promise and future of our country, we will bring the highest standards to our schools and build an ownership society.  By making every citizen an agent of his or her own destiny, we will give our fellow Americans greater freedom from want and fear and make our society more prosperous and just and equal.","12","Fear","0.04016064","0.05220884","0.05220884","0.07630522","0.06425703","0.08835341","0.04016064","0.07630522","0.08835341","0.04016064","0.11244980","0.12449799","0.05220884","0.04016064","0.05220884"
"808","GeorgeWBush-2","By making every citizen an agent of his or her own destiny, we will give our fellow Americans greater freedom from want and fear and make our society more prosperous and just and equal."," 76","34","0.02940312","0.00000000","0.00000000","0.02940312","0.05880623","0.00000000","0.00000000","0.05880623","0.02940312","0.14701558","We will widen the ownership of homes and businesses, retirement savings, and health insurance, preparing our people for the challenges of life in a free society.  In America's ideal of freedom, the public interest depends on private character, on integrity and tolerance toward others and the rule of conscience in our own lives."," 8","America","0.06666667","0.09166667","0.05416667","0.04166667","0.04166667","0.05416667","0.04166667","0.14166667","0.06666667","0.04166667","0.07916667","0.09166667","0.06666667","0.07916667","0.04166667"
"809","GeorgeWBush-2","In America's ideal of freedom, the public interest depends on private character, on integrity and tolerance toward others and the rule of conscience in our own lives."," 77","27","0.00000000","0.03702332","0.00000000","0.03702332","0.03702332","0.00000000","0.00000000","0.14809330","0.00000000","0.18511662","By making every citizen an agent of his or her own destiny, we will give our fellow Americans greater freedom from want and fear and make our society more prosperous and just and equal.  Self-government relies, in the end, on the governing of the self.","11","Citizen","0.05936073","0.05936073","0.07305936","0.07305936","0.04566210","0.08675799","0.05936073","0.05936073","0.04566210","0.04566210","0.14155251","0.10045662","0.04566210","0.04566210","0.05936073"
"810","GeorgeWBush-2","Self-government relies, in the end, on the governing of the self."," 78","11","0.00000000","0.00000000","0.00000000","0.09082652","0.00000000","0.00000000","0.00000000","0.00000000","0.09082652","0.00000000","In America's ideal of freedom, the public interest depends on private character, on integrity and tolerance toward others and the rule of conscience in our own lives.  That edifice of character is built in families, supported by communities with standards, and sustained in our national life by the truths of Sinai, the Sermon on the Mount, the words of the Koran, and the varied faiths of our people."," 8","America","0.07539683","0.05158730","0.09920635","0.03968254","0.09920635","0.06349206","0.03968254","0.11111111","0.06349206","0.03968254","0.07539683","0.05158730","0.09920635","0.03968254","0.05158730"
"811","GeorgeWBush-2","That edifice of character is built in families, supported by communities with standards, and sustained in our national life by the truths of Sinai, the Sermon on the Mount, the words of the Koran, and the varied faiths of our people."," 79","41","0.02438430","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.02438430","0.02438430","0.04876859","Self-government relies, in the end, on the governing of the self.  Americans move forward in every generation by reaffirming all that is good and true that came before, ideals of justice and conduct that are the same yesterday, today, and forever."," 6","Freedom","0.06190476","0.06190476","0.07619048","0.04761905","0.06190476","0.13333333","0.04761905","0.07619048","0.04761905","0.06190476","0.10476190","0.04761905","0.04761905","0.07619048","0.04761905"
"812","GeorgeWBush-2","Americans move forward in every generation by reaffirming all that is good and true that came before, ideals of justice and conduct that are the same yesterday, today, and forever."," 80","30","0.00000000","0.03332223","0.00000000","0.00000000","0.06664445","0.00000000","0.03332223","0.09996668","0.00000000","0.13328890","That edifice of character is built in families, supported by communities with standards, and sustained in our national life by the truths of Sinai, the Sermon on the Mount, the words of the Koran, and the varied faiths of our people.  In America's ideal of freedom, the exercise of rights is ennobled by service and mercy and a heart for the weak."," 5","Determination","0.06751055","0.04219409","0.09282700","0.04219409","0.10548523","0.05485232","0.05485232","0.09282700","0.04219409","0.05485232","0.08016878","0.05485232","0.05485232","0.06751055","0.09282700"
"813","GeorgeWBush-2","In America's ideal of freedom, the exercise of rights is ennobled by service and mercy and a heart for the weak."," 81","21","0.00000000","0.00000000","0.00000000","0.00000000","0.04759638","0.00000000","0.00000000","0.04759638","0.00000000","0.09519277","Americans move forward in every generation by reaffirming all that is good and true that came before, ideals of justice and conduct that are the same yesterday, today, and forever.  Liberty for all does not mean independence from one another."," 6","Freedom","0.04761905","0.09047619","0.06190476","0.04761905","0.09047619","0.10476190","0.04761905","0.09047619","0.06190476","0.06190476","0.06190476","0.04761905","0.04761905","0.07619048","0.06190476"
"814","GeorgeWBush-2","Liberty for all does not mean independence from one another."," 82","10","0.00000000","0.19980020","0.00000000","0.00000000","0.19980020","0.00000000","0.19980020","0.19980020","0.00000000","0.19980020","In America's ideal of freedom, the exercise of rights is ennobled by service and mercy and a heart for the weak.  Our Nation relies on men and women who look after a neighbor and surround the lost with love."," 8","America","0.06280193","0.04830918","0.06280193","0.04830918","0.04830918","0.07729469","0.04830918","0.13526570","0.04830918","0.04830918","0.04830918","0.07729469","0.09178744","0.06280193","0.09178744"
"815","GeorgeWBush-2","Our Nation relies on men and women who look after a neighbor and surround the lost with love."," 83","18","0.00000000","0.11104942","0.00000000","0.00000000","0.05552471","0.05552471","0.00000000","0.11104942","0.11104942","0.16657413","Liberty for all does not mean independence from one another.  Americans, at our best, value the life we see in one another and must always remember that even the unwanted have worth."," 5","Determination","0.06372549","0.04901961","0.06372549","0.06372549","0.10784314","0.06372549","0.06372549","0.07843137","0.04901961","0.06372549","0.04901961","0.06372549","0.04901961","0.10784314","0.06372549"
"816","GeorgeWBush-2","Americans, at our best, value the life we see in one another and must always remember that even the unwanted have worth."," 84","22","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.04543389","Our Nation relies on men and women who look after a neighbor and surround the lost with love.  And our country must abandon all the habits of racism, because we cannot carry the message of freedom and the baggage of bigotry at the same time."," 4","Democracy","0.07619048","0.06190476","0.06190476","0.11904762","0.04761905","0.06190476","0.04761905","0.09047619","0.06190476","0.04761905","0.09047619","0.04761905","0.09047619","0.04761905","0.04761905"
"817","GeorgeWBush-2","And our country must abandon all the habits of racism, because we cannot carry the message of freedom and the baggage of bigotry at the same time."," 85","27","0.00000000","0.03702332","0.00000000","0.03702332","0.03702332","0.03702332","0.00000000","0.03702332","0.03702332","0.03702332","Americans, at our best, value the life we see in one another and must always remember that even the unwanted have worth.  From the perspective of a single day, including this day of dedication, the issues and questions before our country are many."," 1","Government","0.08675799","0.05936073","0.04566210","0.08675799","0.08675799","0.07305936","0.05936073","0.05936073","0.08675799","0.04566210","0.05936073","0.04566210","0.04566210","0.08675799","0.07305936"
"818","GeorgeWBush-2","From the perspective of a single day, including this day of dedication, the issues and questions before our country are many."," 86","21","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.00000000","0.09519277","And our country must abandon all the habits of racism, because we cannot carry the message of freedom and the baggage of bigotry at the same time.  From the viewpoint of centuries, the questions that come to us are narrowed and few: Did our generation advance the cause of freedom?"," 4","Democracy","0.04761905","0.06190476","0.06190476","0.11904762","0.06190476","0.06190476","0.09047619","0.10476190","0.07619048","0.04761905","0.06190476","0.04761905","0.04761905","0.06190476","0.04761905"
"819","GeorgeWBush-2","From the viewpoint of centuries, the questions that come to us are narrowed and few: Did our generation advance the cause of freedom?"," 87","23","0.00000000","0.04345937","0.00000000","0.04345937","0.08691873","0.00000000","0.04345937","0.04345937","0.00000000","0.08691873","From the perspective of a single day, including this day of dedication, the issues and questions before our country are many.  And did our character bring credit to that cause?"," 5","Determination","0.05208333","0.05208333","0.06770833","0.08333333","0.09895833","0.05208333","0.08333333","0.05208333","0.05208333","0.06770833","0.09895833","0.06770833","0.06770833","0.05208333","0.05208333"
